Serial,Match Number,Date,Date_STD,Venue,Venue_Country,Score,Score_Transform,Result,Match_Type
424,424,26 Feb 1985,26-02-1985,"Acapulco de Juarez, Unidad Deportiva Renacimiento",Mexico,2-1 Mexico vs Finland,1-2 Finland vs Mexico,Lost,Friendly International
425,425,17 Apr 1985 16:30 (+2:00),17-04-1985,"Opole, Stadion Miejski",Poland,2-1 Poland vs Finland,1-2 Finland vs Poland,Lost,Friendly International
426,426,22 May 1985 18:00 (+3:00),22-05-1985,"Helsinki, Helsingin Olympiastadion",Finland,1-1 Finland vs England,1-1 Finland vs England,Draw,"1986 FIFA World Cup Qualification, Group 3"
427,427,06 Jun 1985 19:00 (+3:00),06-06-1985,"Helsinki, Helsingin Olympiastadion",Finland,1-1 Finland vs Romania,1-1 Finland vs Romania,Draw,"1986 FIFA World Cup Qualification, Group 3"
428,428,28 Aug 1985 17:30 (+3:00),28-08-1985,"Timişoara, Stadionul 1 Mai",Romania,2-0 Romania vs Finland,0-2 Finland vs Romania,Lost,"1986 FIFA World Cup Qualification, Group 3"
429,429,25 Sep 1985 19:00 (+3:00),25-09-1985,"Tampere, Tampereen (Ratinan) Stadion",Finland,1-0 Finland vs Turkey,1-0 Finland vs Turkey,Won,"1986 FIFA World Cup Qualification, Group 3"
430,430,22 Jan 1986 21:00,22-01-1986,"Leiria, Estádio Municipal",Portugal,1-1 Portugal vs Finland,1-1 Finland vs Portugal,Draw,Friendly International
431,431,21 Feb 1986,21-02-1986,"Manama, Al Ahli Stadium",Bahrain,0-0 Bahrain vs Finland,0-0 Finland vs Bahrain,Draw,Friendly International
432,432,24 Feb 1986,24-02-1986,"Manama, Al Ahli Stadium",Bahrain,0-4 Bahrain vs Finland,4-0 Finland vs Bahrain,Won,Friendly International
433,433,28 Feb 1986,28-02-1986,"Al Khobar, Prince Saud Bin Jalawi Sport City Stadium",Saudi Arabia,0-1 Saudi Arabia vs Finland,1-0 Finland vs Saudi Arabia,Won,Friendly International
434,434,17 Apr 1986 21:30 (-3:00),17-04-1986,"Brasília, Estádio Mané Garrincha",Brazil,3-0 Brazil vs Finland,0-3 Finland vs Brazil,Lost,Friendly International
435,435,07 May 1986 19:00 (+4:00),07-05-1986,"Moscow, Lenin Central Stadium",Russia,0-0 Soviet Union vs Finland,0-0 Finland vs Soviet Union,Draw,Friendly International
436,436,05 Aug 1986,05-08-1986,"Iisalmi, Sankariniemen Stadion",Finland,1-3 Finland vs Sweden*,1-3 Finland vs Sweden*,Lost,Friendly International
437,437,06 Aug 1986 19:00 (+3:00),06-08-1986,"Helsinki, Helsingin Olympiastadion",Finland,1-3 Finland vs Sweden,1-3 Finland vs Sweden,Lost,Friendly International
438,438,20 Aug 1986 19:00 (+3:00),20-08-1986,"Lahti, Lahden Kisapuisto",Finland,1-0 Finland vs East Germany,1-0 Finland vs East Germany,Won,Friendly International
439,439,09 Sep 1986,09-09-1986,"Lappeenranta, Kimpisen urheilukeskus",Finland,1-0 Finland vs East Germany*,1-0 Finland vs East Germany*,Won,Friendly International
440,440,10 Sep 1986 19:00 (+3:00),10-09-1986,"Helsinki, Helsingin Olympiastadion",Finland,1-1 Finland vs Wales,1-1 Finland vs Wales,Draw,"UEFA Euro 1988 Qualifying, Group 6"
441,441,14 Oct 1986,14-10-1986,"Tampere, Tampereen (Ratinan) Stadion",Finland,0-2 Finland vs Belgium*,0-2 Finland vs Belgium*,Lost,"XXIV. Olympic Games Qualifying Tournament, Group 5"
442,442,15 Oct 1986 17:00 (+1:00),15-10-1986,"Brno, Stadion za Lužánkami",Czech Republic,3-0 Czechoslovakia vs Finland,0-3 Finland vs Czechoslovakia,Lost,"UEFA Euro 1988 Qualifying, Group 6"
443,443,29 Oct 1986 19:00 (+1:00),29-10-1986,"Copenhagen, Københavns Idrætspark",Denmark,1-0 Denmark vs Finland,0-1 Finland vs Denmark,Lost,"UEFA Euro 1988 Qualifying, Group 6"
444,444,18 Mar 1987 15:30 (+1:00),18-03-1987,"Rybnik, Stadion Miejski",Poland,3-1 Poland vs Finland,1-3 Finland vs Poland,Lost,Friendly International
445,445,01 Apr 1987 19:30 (+1:00),01-04-1987,"Wrexham, The Racecourse",United Kingdom (Wales),4-0 Wales vs Finland,0-4 Finland vs Wales,Lost,"UEFA Euro 1988 Qualifying, Group 6"
446,446,29 Apr 1987 19:00 (+3:00),29-04-1987,"Helsinki, Helsingin Olympiastadion",Finland,0-1 Finland vs Denmark,0-1 Finland vs Denmark,Lost,"UEFA Euro 1988 Qualifying, Group 6"
447,447,12 May 1987 18:00 (+3:00),12-05-1987,"Pori, Porin Stadion",Finland,2-1 Finland vs Austria*,2-1 Finland vs Austria*,Won,"XXIV. Olympic Games Qualifying Tournament, Group 5"
448,448,28 May 1987 19:00 (+3:00),28-05-1987,"Helsinki, Helsingin Olympiastadion",Finland,2-3 Finland vs Brazil,2-3 Finland vs Brazil,Lost,Friendly International
449,449,10 Jun 1987 19:00 (+3:00),10-06-1987,"Äänekoski, Äänekosken Urheilupuisto",Finland,0-2 Finland vs Czechoslovakia*,0-2 Finland vs Czechoslovakia*,Lost,"XXIV. Olympic Games Qualifying Tournament, Group 5"
450,450,02 Sep 1987,02-09-1987,"Banja Luka, Gradski Stadion",Bosnia and Herzegovina,5-0 Yugoslavia* vs Finland,0-5 Finland vs Yugoslavia*,Lost,"XXIV. Olympic Games Qualifying Tournament, Group 5"
451,451,09 Sep 1987 19:00 (+3:00),09-09-1987,"Helsinki, Helsingin Olympiastadion",Finland,3-0 Finland vs Czechoslovakia,3-0 Finland vs Czechoslovakia,Won,"UEFA Euro 1988 Qualifying, Group 6"
452,452,23 Sep 1987,23-09-1987,"Dunajská Streda, D.A.C. Stadion",Slovakia,2-0 Czechoslovakia* vs Finland,0-2 Finland vs Czechoslovakia*,Lost,"XXIV. Olympic Games Qualifying Tournament, Group 5"
453,453,28 Oct 1987,28-10-1987,"Liège, Stade Jules Georges",Belgium,1-0 Belgium* vs Finland,0-1 Finland vs Belgium*,Lost,"XXIV. Olympic Games Qualifying Tournament, Group 5"
454,454,11 Jan 1988,11-01-1988,"Maspalomas, Estadio Municipal",Spain,2-0 Finland vs Czechoslovakia*,2-0 Finland vs Czechoslovakia*,Won,"Maspalomas Tournament 1988, Semifinal"
455,455,15 Jan 1988,15-01-1988,"Maspalomas, Estadio Municipal",Spain,0-1 Finland vs Sweden,0-1 Finland vs Sweden,Lost,"Maspalomas Tournament 1988, Final"
456,456,07 Feb 1988 15:15 (+1:00),07-02-1988,"Attard, Ta`Qali National Stadium",Malta,2-0 Malta vs Finland,0-2 Finland vs Malta,Lost,Rothmans Tournament 1988
457,457,13 Feb 1988 13:15 (+1:00),13-02-1988,"Attard, Ta`Qali National Stadium",Malta,3-0 Finland vs Tunisia,3-0 Finland vs Tunisia,Won,Rothmans Tournament 1988
458,458,18 May 1988,18-05-1988,"Mikkeli, Mikkelin Urheilupuisto (Urski)",Finland,1-2 Finland vs Yugoslavia*,1-2 Finland vs Yugoslavia*,Lost,"XXIV. Olympic Games Qualifying Tournament, Group 5"
459,459,19 May 1988 19:00 (+3:00),19-05-1988,"Helsinki, Helsingin Olympiastadion",Finland,1-3 Finland vs Colombia,1-3 Finland vs Colombia,Lost,Friendly International
460,460,31 May 1988,31-05-1988,"Wolfsberg, Sportstadion",Austria,0-2 Austria* vs Finland,2-0 Finland vs Austria*,Won,"XXIV. Olympic Games Qualifying Tournament, Group 5"
461,461,04 Aug 1988,04-08-1988,"Vaasa, Hietalahden Jalkapallostadion",Finland,1-1 Finland vs Bulgaria,1-1 Finland vs Bulgaria,Draw,Friendly International
462,462,17 Aug 1988 19:00 (+3:00),17-08-1988,"Turku, Kupittaan Jalkapallostadion",Finland,0-0 Finland vs Soviet Union,0-0 Finland vs Soviet Union,Draw,Friendly International
463,463,31 Aug 1988 20:00 (+3:00),31-08-1988,"Helsinki, Helsingin Olympiastadion",Finland,0-4 Finland vs West Germany,0-4 Finland vs West Germany,Lost,"1990 FIFA World Cup Qualification, Group 4"
464,464,19 Oct 1988 19:30 (+1:00),19-10-1988,"Swansea, Vetch Field",United Kingdom (Wales),2-2 Wales vs Finland,2-2 Finland vs Wales,Draw,"1990 FIFA World Cup Qualification, Group 4"
465,465,03 Nov 1988,03-11-1988,"Mansūriya, Sabah Al Salem Stadium",Kuwait,0-0 Kuwait vs Finland,0-0 Finland vs Kuwait,Draw,Friendly International
466,466,06 Nov 1988,06-11-1988,"Adiliya, Al-Sadaqua Walsalam Stadium",Kuwait,0-0 Kuwait vs Finland,0-0 Finland vs Kuwait,Draw,Friendly International
467,467,11 Jan 1989,11-01-1989,"El Mahalla El Kubra, El Mahalla Stadium",Egypt,2-1 Egypt vs Finland,1-2 Finland vs Egypt,Lost,Friendly International
468,468,13 Jan 1989,13-01-1989,"Cairo, Cairo International Stadium",Egypt,2-1 Egypt vs Finland,1-2 Finland vs Egypt,Lost,Friendly International
469,469,08 Feb 1989 13:15 (+1:00),08-02-1989,"Attard, Ta`Qali National Stadium",Malta,2-0 Algeria vs Finland,0-2 Finland vs Algeria,Lost,Rothmans Tournament 1989
470,470,10 Feb 1989 13:15 (+1:00),10-02-1989,"Attard, Ta`Qali National Stadium",Malta,0-0 Denmark vs Finland,0-0 Finland vs Denmark,Draw,Rothmans Tournament 1989
471,471,12 Feb 1989 15:15 (+1:00),12-02-1989,"Attard, Ta`Qali National Stadium",Malta,0-0 Malta vs Finland,0-0 Finland vs Malta,Draw,Rothmans Tournament 1989
472,472,22 Mar 1989 18:00 (+1:00),22-03-1989,"Dresden, Dynamo Stadion",Germany,1-1 East Germany vs Finland,1-1 Finland vs East Germany,Draw,Friendly International
473,473,31 May 1989 19:00 (+3:00),31-05-1989,"Helsinki, Helsingin Olympiastadion",Finland,0-1 Finland vs Netherlands,0-1 Finland vs Netherlands,Lost,"1990 FIFA World Cup Qualification, Group 4"
474,474,23 Aug 1989 19:00 (+3:00),23-08-1989,"Kuopio, Väinölänniemen Stadion (Vänäri)",Finland,2-2 Finland vs Yugoslavia,2-2 Finland vs Yugoslavia,Draw,Friendly International
475,475,06 Sep 1989 19:00 (+3:00),06-09-1989,"Helsinki, Helsingin Olympiastadion",Finland,1-0 Finland vs Wales,1-0 Finland vs Wales,Won,"1990 FIFA World Cup Qualification, Group 4"
476,476,04 Oct 1989 20:15 (+1:00),04-10-1989,"Dortmund, Westfalenstadion",Germany,6-1 West Germany vs Finland,1-6 Finland vs West Germany,Lost,"1990 FIFA World Cup Qualification, Group 4"
477,477,22 Oct 1989,22-10-1989,"Port of Spain, Hasely Crawford Stadium",Trinidad and Tobago,0-1 Trinidad & Tobago vs Finland,1-0 Finland vs Trinidad & Tobago,Won,Friendly International
478,478,25 Oct 1989,25-10-1989,"Port of Spain, Hasely Crawford Stadium",Trinidad and Tobago,2-0 Trinidad & Tobago vs Finland,0-2 Finland vs Trinidad & Tobago,Lost,Friendly International
479,479,15 Nov 1989 20:00 (+1:00),15-11-1989,"Rotterdam, Stadion de Kuip (Feijenoord)",Netherlands,3-0 Netherlands vs Finland,0-3 Finland vs Netherlands,Lost,"1990 FIFA World Cup Qualification, Group 4"
480,480,12 Feb 1990,12-02-1990,"Dubai, Maktoum bin Rashid Stadium",United Arab Emirates,1-1 U.A.E. vs Finland,1-1 Finland vs U.A.E.,Draw,Friendly International
481,481,15 Feb 1990,15-02-1990,"Cairo, Cairo International Stadium",Egypt,0-1 Kuwait vs Finland,1-0 Finland vs Kuwait,Won,Friendly International
482,482,10 Mar 1990 19:30 (-5:00),10-03-1990,"Tampa, Tampa Stadium",United States,2-1 United States vs Finland,1-2 Finland vs United States,Lost,Friendly International
483,483,16 May 1990 16:45 (+1:00),16-05-1990,"Dublin, Lansdowne Road",Ireland,1-1 Rep. of Ireland vs Finland,1-1 Finland vs Rep. of Ireland,Draw,Friendly International
484,484,27 May 1990 18:00 (+2:00),27-05-1990,"Solna, Råsunda Fotbollstadion",Sweden,6-0 Sweden vs Finland,0-6 Finland vs Sweden,Lost,Friendly International
485,485,29 Aug 1990 18:00 (+3:00),29-08-1990,"Kuusankoski, Kuusankosken Urheilupuisto",Finland,1-1 Finland vs Czecho-Slovakia,1-1 Finland vs Czecho-Slovakia,Draw,Friendly International
486,486,12 Sep 1990 19:00 (+3:00),12-09-1990,"Helsinki, Helsingin Olympiastadion",Finland,0-0 Finland vs Portugal,0-0 Finland vs Portugal,Draw,"UEFA Euro 1992 Qualifying, Group 6"
487,487,11 Nov 1990,11-11-1990,"Tunis, Stade Olympique El Menzah",Tunisia,1-2 Tunisia vs Finland,2-1 Finland vs Tunisia,Won,Friendly International
488,488,25 Nov 1990 14:30 (+1:00),25-11-1990,"Attard, Ta`Qali National Stadium",Malta,1-1 Malta vs Finland,1-1 Finland vs Malta,Draw,"UEFA Euro 1992 Qualifying, Group 6"
489,489,13 Mar 1991 17:00 (+1:00),13-03-1991,"Warsaw, Stadion Wojska Polskiego imienia Marszałka Józefa Piłsudskiego",Poland,1-1 Poland vs Finland,1-1 Finland vs Poland,Draw,Friendly International
490,490,17 Apr 1991 20:00 (+2:00),17-04-1991,"Rotterdam, Stadion de Kuip (Feijenoord)",Netherlands,2-0 Netherlands vs Finland,0-2 Finland vs Netherlands,Lost,"UEFA Euro 1992 Qualifying, Group 6"
491,491,16 May 1991 19:00 (+3:00),16-05-1991,"Helsinki, Helsingin Olympiastadion",Finland,2-0 Finland vs Malta,2-0 Finland vs Malta,Won,"UEFA Euro 1992 Qualifying, Group 6"
492,492,05 Jun 1991 19:00 (+3:00),05-06-1991,"Helsinki, Helsingin Olympiastadion",Finland,1-1 Finland vs Netherlands,1-1 Finland vs Netherlands,Draw,"UEFA Euro 1992 Qualifying, Group 6"
493,493,11 Sep 1991 21:30 (+1:00),11-09-1991,"Porto, Estádio do Futebol Clube do Porto (das Antas)",Portugal,1-0 Portugal vs Finland,0-1 Finland vs Portugal,Lost,"UEFA Euro 1992 Qualifying, Group 6"
494,494,09 Oct 1991 19:00 (+2:00),09-10-1991,"Helsinki, Helsingin Olympiastadion",Finland,1-1 Finland vs Greece,1-1 Finland vs Greece,Draw,"UEFA Euro 1992 Qualifying, Group 6"
495,495,30 Oct 1991 18:00 (+2:00),30-10-1991,"Marousi, Olympic Stadium of Athens \""Spyros Louis\"",""2-0 Greece vs Finland",Greece,0-2 Finland vs Greece,Lost,"UEFA Euro 1992 Qualifying, Group 6",
496,496,12 Feb 1992 14:00 (+2:00),12-02-1992,"Adana, 5 Ocak Stadı",Turkey,1-1 Turkey vs Finland,1-1 Finland vs Turkey,Draw,Friendly International
497,497,25 Mar 1992 20:00,25-03-1992,"Glasgow, Hampden Park",United Kingdom (Scotland),1-1 Scotland vs Finland,1-1 Finland vs Scotland,Draw,Friendly International
498,498,15 Apr 1992 20:30 (-4:00),15-04-1992,"Cuiabá, Estádio José Fragelli",Brazil,3-1 Brazil vs Finland,1-3 Finland vs Brazil,Lost,Friendly International
499,499,14 May 1992 19:00 (+3:00),14-05-1992,"Helsinki, Helsingin Olympiastadion",Finland,0-3 Finland vs Bulgaria,0-3 Finland vs Bulgaria,Lost,"1994 FIFA World Cup Qualification, Group 6"
500,500,03 Jun 1992 19:00 (+3:00),03-06-1992,"Helsinki, Helsingin Olympiastadion",Finland,1-2 Finland vs England,1-2 Finland vs England,Lost,Friendly International
501,501,26 Aug 1992 18:30 (+3:00),26-08-1992,"Jakobstad, Pietarsaaren Keskuskenttä",Finland,0-0 Finland vs Poland,0-0 Finland vs Poland,Draw,Friendly International
502,502,09 Sep 1992 19:00 (+3:00),09-09-1992,"Helsinki, Helsingin Olympiastadion",Finland,0-1 Finland vs Sweden,0-1 Finland vs Sweden,Lost,"1994 FIFA World Cup Qualification, Group 6"
503,503,07 Nov 1992,07-11-1992,"Tunis, Stade Olympique El Menzah",Tunisia,1-1 Tunisia vs Finland,1-1 Finland vs Tunisia,Draw,Friendly International
504,504,14 Nov 1992 20:45 (+1:00),14-11-1992,"Paris, Parc des Princes",France,2-1 France vs Finland,1-2 Finland vs France,Lost,"1994 FIFA World Cup Qualification, Group 6"
505,505,20 Jan 1993 16:45 (+5:30),20-01-1993,"Madras, Jawaharlal Nehru Stadium",India,0-0 India vs Finland,0-0 Finland vs India,Draw,"Nehru Cup 1993, Group B"
506,506,22 Jan 1993 17:15 (+5:30),22-01-1993,"Madras, Jawaharlal Nehru Stadium",India,0-0 Cameroon vs Finland,0-0 Finland vs Cameroon,Draw,"Nehru Cup 1993, Group B"
507,507,26 Jan 1993 17:15 (+5:30),26-01-1993,"Madras, Jawaharlal Nehru Stadium",India,0-2 India vs Finland,2-0 Finland vs India,Won,"Nehru Cup 1993, Group B"
508,508,28 Jan 1993 17:15 (+5:30),28-01-1993,"Madras, Jawaharlal Nehru Stadium",India,2-0 Cameroon vs Finland,0-2 Finland vs Cameroon,Lost,"Nehru Cup 1993, Group B"
509,509,31 Jan 1993 16:45 (+5:30),31-01-1993,"Madras, Jawaharlal Nehru Stadium",India,3-2 North Korea vs Finland,2-3 Finland vs North Korea,Lost,"Nehru Cup 1993, Semifinal"
510,510,20 Feb 1993 17:00 (+2:00),20-02-1993,"Vantaa, Myyrmäki Indoor Hall",Finland,0-0 Finland vs Estonia,0-0 Finland vs Estonia,Draw,"Baltic Indoor Cup 1993, Semifinal"
511,511,21 Feb 1993 16:00 (+2:00),21-02-1993,"Vantaa, Myyrmäki Indoor Hall",Finland,3-0 Finland vs Lithuania*,3-0 Finland vs Lithuania*,Won,"Baltic Indoor Cup 1993, Final"
512,512,13 Apr 1993 16:30 (+2:00),13-04-1993,"Radom, Stadion Radomiaka",Poland,2-1 Poland vs Finland,1-2 Finland vs Poland,Lost,Friendly International
513,513,28 Apr 1993,28-04-1993,"Sofia, National Stadium Vasil Levski",Bulgaria,2-0 Bulgaria vs Finland,0-2 Finland vs Bulgaria,Lost,"1994 FIFA World Cup Qualification, Group 6"
514,514,13 May 1993 19:00 (+3:00),13-05-1993,"Turku, Urheilupuisto",Finland,3-1 Finland vs Austria,3-1 Finland vs Austria,Won,"1994 FIFA World Cup Qualification, Group 6"
515,515,16 Jun 1993,16-06-1993,"Lahti, Keskusurheilukenttä (Lahden Stadion)",Finland,0-0 Finland vs Israel,0-0 Finland vs Israel,Draw,"1994 FIFA World Cup Qualification, Group 6"
516,516,25 Aug 1993,25-08-1993,"Vienna, Ernst Happel Stadion",Austria,3-0 Austria vs Finland,0-3 Finland vs Austria,Lost,"1994 FIFA World Cup Qualification, Group 6"
517,517,08 Sep 1993 19:00 (+3:00),08-09-1993,"Tampere, Tampereen (Ratinan) Stadion",Finland,0-2 Finland vs France,0-2 Finland vs France,Lost,"1994 FIFA World Cup Qualification, Group 6"
518,518,13 Oct 1993 19:00 (+1:00),13-10-1993,"Solna, Råsunda Fotbollstadion",Sweden,3-2 Sweden vs Finland,2-3 Finland vs Sweden,Lost,"1994 FIFA World Cup Qualification, Group 6"
519,519,10 Nov 1993,10-11-1993,"Ramat Gan, National Stadium",Israel,1-3 Israel vs Finland,3-1 Finland vs Israel,Won,"1994 FIFA World Cup Qualification, Group 6"
520,520,25 Jan 1994,25-01-1994,"Doha, Hamad bin Khalifa (Al-Ahly S.C.) Stadium",Qatar,1-0 Qatar vs Finland,0-1 Finland vs Qatar,Lost,Friendly International
521,521,27 Jan 1994,27-01-1994,"Doha, Hamad bin Khalifa (Al-Ahly S.C.) Stadium",Qatar,0-0 Qatar vs Finland,0-0 Finland vs Qatar,Draw,Friendly International
522,522,30 Jan 1994,30-01-1994,"Muscat, El Shorta Stadium",Oman,0-2 Oman vs Finland,2-0 Finland vs Oman,Won,Friendly International
523,523,01 Feb 1994,01-02-1994,"Muscat, El Shorta Stadium",Oman,1-1 Oman vs Finland,1-1 Finland vs Oman,Draw,Friendly International
524,524,23 Feb 1994,23-02-1994,"Casablanca, Stade Mohamed V",Morocco,0-0 Morocco vs Finland,0-0 Finland vs Morocco,Draw,Friendly International
525,525,27 May 1994 20:30 (+2:00),27-05-1994,"Parma, Stadio Ennio Tardini",Italy,2-0 Italy vs Finland,0-2 Finland vs Italy,Lost,Friendly International
526,526,02 Jun 1994 19:00 (+3:00),02-06-1994,"Tampere, Tampereen (Ratinan) Stadion",Finland,1-2 Finland vs Spain,1-2 Finland vs Spain,Lost,Friendly International
527,527,17 Aug 1994 19:15 (+2:00),17-08-1994,"Copenhagen, Parken",Denmark,2-1 Denmark vs Finland,1-2 Finland vs Denmark,Lost,Friendly International
528,528,07 Sep 1994 19:00 (+3:00),07-09-1994,"Helsinki, Helsingin Olympiastadion",Finland,0-2 Finland vs Scotland,0-2 Finland vs Scotland,Lost,"UEFA Euro 1996 Qualifying, Group 8"
529,529,12 Oct 1994 20:00 (+2:00),12-10-1994,"Thessaloniki, National Kaftanzogleio Stadium",Greece,4-0 Greece vs Finland,0-4 Finland vs Greece,Lost,"UEFA Euro 1996 Qualifying, Group 8"
530,530,26 Oct 1994 14:00 (+2:00),26-10-1994,"Tallinn, Kadrioru Staadion",Estonia,0-7 Estonia vs Finland,7-0 Finland vs Estonia,Won,Friendly International
531,531,16 Nov 1994 19:00 (+2:00),16-11-1994,"Helsinki, Helsingin Olympiastadion",Finland,5-0 Finland vs Faroe Islands,5-0 Finland vs Faroe Islands,Won,"UEFA Euro 1996 Qualifying, Group 8"
532,532,30 Nov 1994 21:30 (+1:00),30-11-1994,"Málaga, Estadio La Rosaleda",Spain,2-0 Spain vs Finland,0-2 Finland vs Spain,Lost,Friendly International
533,533,14 Dec 1994 19:00 (+2:00),14-12-1994,"Helsinki, Helsingin Olympiastadion",Finland,4-1 Finland vs San Marino,4-1 Finland vs San Marino,Won,"UEFA Euro 1996 Qualifying, Group 8"
534,534,16 Feb 1995,16-02-1995,"Port of Spain, Queen`s Park Oval",Trinidad and Tobago,2-2 Trinidad & Tobago vs Finland,2-2 Finland vs Trinidad & Tobago,Draw,Friendly International
535,535,08 Mar 1995 16:15 (+1:00),08-03-1995,"Brno, Stadion za Lužánkami",Czech Republic,4-1 Czech Republic vs Finland,1-4 Finland vs Czech Republic,Lost,Friendly International
536,536,29 Mar 1995 19:00 (+3:00),29-03-1995,"Serravalle, Stadio Olimpico",San Marino,0-2 San Marino vs Finland,2-0 Finland vs San Marino,Won,"UEFA Euro 1996 Qualifying, Group 8"
537,537,26 Apr 1995 19:00 (+1:00),26-04-1995,"Toftir, Svangaskarð",Faroe Islands,0-4 Faroe Islands vs Finland,4-0 Finland vs Faroe Islands,Won,"UEFA Euro 1996 Qualifying, Group 8"
538,538,31 May 1995 19:30 (+3:00),31-05-1995,"Helsinki, Helsingin Olympiastadion",Finland,0-1 Finland vs Denmark,0-1 Finland vs Denmark,Lost,Friendly International
539,539,11 Jun 1995 19:00 (+3:00),11-06-1995,"Helsinki, Helsingin Olympiastadion",Finland,2-1 Finland vs Greece,2-1 Finland vs Greece,Won,"UEFA Euro 1996 Qualifying, Group 8"
540,540,16 Aug 1995 19:00 (+3:00),16-08-1995,"Helsinki, Helsingin Olympiastadion",Finland,0-6 Finland vs Russia,0-6 Finland vs Russia,Lost,"UEFA Euro 1996 Qualifying, Group 8"
541,541,06 Sep 1995 20:00 (+1:00),06-09-1995,"Glasgow, Hampden Park",United Kingdom (Scotland),1-0 Scotland vs Finland,0-1 Finland vs Scotland,Lost,"UEFA Euro 1996 Qualifying, Group 8"
542,542,04 Oct 1995 19:00 (+3:00),04-10-1995,"Helsinki, Helsingin Olympiastadion",Finland,0-0 Finland vs Turkey,0-0 Finland vs Turkey,Draw,Friendly International
543,543,15 Nov 1995 20:00 (+3:00),15-11-1995,"Moscow, Grand Sports Arena of the Luzhniki Olympic Complex",Russia,3-1 Russia vs Finland,1-3 Finland vs Russia,Lost,"UEFA Euro 1996 Qualifying, Group 8"
544,544,09 Feb 1996,09-02-1996,"Bangkok, Rajamangala National Stadium",Thailand,1-0 Thailand vs Finland,0-1 Finland vs Thailand,Lost,King`s Cup 1996
545,545,11 Feb 1996,11-02-1996,"Bangkok, Rajamangala National Stadium",Thailand,0-0 Denmark* vs Finland,0-0 Finland vs Denmark*,Draw,King`s Cup 1996
546,546,13 Feb 1996,13-02-1996,"Bangkok, Rajamangala National Stadium",Thailand,1-1 Romania* vs Finland,1-1 Finland vs Romania*,Draw,King`s Cup 1996
547,547,16 Feb 1996,16-02-1996,"Bangkok, Rajamangala National Stadium",Thailand,5-2 Thailand vs Finland,2-5 Finland vs Thailand,Lost,"King`s Cup 1996, For 3rd place"
548,548,16 Mar 1996,16-03-1996,"Adiliya, Al-Sadaqua Walsalam Stadium",Kuwait,0-1 Kuwait vs Finland,1-0 Finland vs Kuwait,Won,Friendly International
549,549,29 May 1996 20:45 (+2:00),29-05-1996,"Strasbourg, Stade de la Meinau",France,2-0 France vs Finland,0-2 Finland vs France,Lost,Friendly International
550,550,02 Jun 1996 19:00 (+3:00),02-06-1996,"Helsinki, Helsingin Olympiastadion",Finland,1-2 Finland vs Turkey,1-2 Finland vs Turkey,Lost,Friendly International
551,551,14 Aug 1996 18:30 (+3:00),14-08-1996,"Rīga, Daugavas Stadions",Latvia,0-0 Latvia vs Finland,0-0 Finland vs Latvia,Draw,Friendly International
552,552,01 Sep 1996 18:30 (+2:00),01-09-1996,"Budapest, Népstadion",Hungary,1-0 Hungary vs Finland,0-1 Finland vs Hungary,Lost,"1998 FIFA World Cup Qualification, Group 3"
553,553,06 Oct 1996 19:00 (+3:00),06-10-1996,"Helsinki, Helsingin Olympiastadion",Finland,2-3 Finland vs Switzerland,2-3 Finland vs Switzerland,Lost,"1998 FIFA World Cup Qualification, Group 3"
554,554,30 Oct 1996,30-10-1996,"Kotka, Kotkan Urheilukeskus",Finland,2-2 Finland vs Estonia,2-2 Finland vs Estonia,Draw,Friendly International
555,555,12 Feb 1997 20:00 (+2:00),12-02-1997,"Denizli, Denizli Atatürk Stadyumu",Turkey,1-1 Turkey vs Finland,1-1 Finland vs Turkey,Draw,Friendly International
556,556,21 Feb 1997 21:30 (+8:00),21-02-1997,"Kuala Lumpur, Stadium Merdeka",Malaysia,2-1 Malaysia vs Finland,1-2 Finland vs Malaysia,Lost,"Dunhill Cup 1997, Group A"
557,557,23 Feb 1997 19:30 (+8:00),23-02-1997,"Kuala Lumpur, Stadium Merdeka",Malaysia,2-1 China vs Finland,1-2 Finland vs China,Lost,"Dunhill Cup 1997, Group A"
558,558,25 Feb 1997 19:30 (+8:00),25-02-1997,"Kuala Lumpur, Stadium Merdeka",Malaysia,0-1 Singapore vs Finland,1-0 Finland vs Singapore,Won,"Dunhill Cup 1997, Group A"
559,559,02 Apr 1997 20:00 (+5:00),02-04-1997,"Baku, Tofiq Bəhramov adına Respublika Stadionu",Azerbaijan,1-2 Azerbaijan vs Finland,2-1 Finland vs Azerbaijan,Won,"1998 FIFA World Cup Qualification, Group 3"
560,560,30 Apr 1997 20:00 (+2:00),30-04-1997,"Oslo, Ullevaal Stadion",Norway,1-1 Norway vs Finland,1-1 Finland vs Norway,Draw,"1998 FIFA World Cup Qualification, Group 3"
561,561,08 Jun 1997 19:00 (+3:00),08-06-1997,"Helsinki, Helsingin Olympiastadion",Finland,3-0 Finland vs Azerbaijan,3-0 Finland vs Azerbaijan,Won,"1998 FIFA World Cup Qualification, Group 3"
562,562,20 Aug 1997 19:00 (+3:00),20-08-1997,"Helsinki, Helsingin Olympiastadion",Finland,0-4 Finland vs Norway,0-4 Finland vs Norway,Lost,"1998 FIFA World Cup Qualification, Group 3"
563,563,06 Sep 1997 20:15 (+2:00),06-09-1997,"Lausanne, Stade Olympique de La Pontaise",Switzerland,1-2 Switzerland vs Finland,2-1 Finland vs Switzerland,Won,"1998 FIFA World Cup Qualification, Group 3"
